timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:41.313, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:41.314, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:41.315, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:41.315, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:41.316, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:41.317, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:41.318, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:41.318, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:42.422, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:42.425, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:42.429, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:42.433, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:42.437, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:42.441, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:42.442, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:42.443, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:43.513, Tesla V100-SXM2-16GB, 100 %, 17 %
2021/06/22 11:38:43.514, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:43.514, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:43.515, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:43.516, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:43.516, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:43.517, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:43.518, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:44.586, Tesla V100-SXM2-16GB, 100 %, 16 %
2021/06/22 11:38:44.587, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:44.587, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:44.588, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:44.589, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:44.589, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:44.590, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:44.591, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:45.657, Tesla V100-SXM2-16GB, 100 %, 16 %
2021/06/22 11:38:45.658, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:45.658, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:45.659, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:45.660, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:45.660, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:45.661, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:45.662, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:46.730, Tesla V100-SXM2-16GB, 100 %, 16 %
2021/06/22 11:38:46.730, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:46.731, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:46.732, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:46.733, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:46.733, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:46.734, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:46.735, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:47.800, Tesla V100-SXM2-16GB, 100 %, 16 %
2021/06/22 11:38:47.801, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:47.801, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:47.802, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:47.803, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:47.804, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:47.804, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:47.805, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:48.871, Tesla V100-SXM2-16GB, 100 %, 16 %
2021/06/22 11:38:48.872, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:48.872, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:48.873, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:48.874, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:48.874, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:48.875, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:48.876, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:49.941, Tesla V100-SXM2-16GB, 100 %, 16 %
2021/06/22 11:38:49.941, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:49.942, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:49.943, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:49.943, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:49.944, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:49.945, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:49.945, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:51.010, Tesla V100-SXM2-16GB, 100 %, 6 %
2021/06/22 11:38:51.011, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:51.012, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:51.013, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:51.013, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:51.014, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:51.015, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:51.015, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:52.088, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:52.089, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:52.090, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:52.091, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:52.091, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:52.092, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:52.093, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:52.094, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:53.165, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:53.167, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:53.169, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:53.170, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:53.172, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:53.174, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:53.175, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:53.177, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:54.273, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:54.275, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:54.276, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:54.278, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:54.280, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:54.281, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:54.283, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:54.284, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:55.384, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:55.386, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:55.388, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:55.389, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:55.391, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:55.393, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:55.394, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:55.396, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:56.489, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:56.490, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:56.492, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:56.493, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:56.495, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:56.496, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:56.498, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:56.499, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:57.580, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:57.581, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:57.582, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:57.583, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:57.584, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:57.585, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:57.586, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:57.587, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:58.678, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:58.679, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:58.680, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:58.681, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:58.681, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:58.682, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:58.683, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:58.684, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:38:59.761, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:59.762, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:59.763, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:59.764, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:59.765, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:59.766, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:59.767, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:38:59.768, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:00.840, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:00.841, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:00.842, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:00.843, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:00.843, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:00.844, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:00.845, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:00.846, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:01.912, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:01.913, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:01.914, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:01.915, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:01.915, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:01.916, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:01.917, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:01.918, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:02.983, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:02.984, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:02.984, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:02.985, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:02.986, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:02.986, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:02.987, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:02.988, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:04.053, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:04.054, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:04.054, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:04.055, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:04.056, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:04.056, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:04.057, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:04.058, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:05.125, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:05.125, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:05.126, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:05.127, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:05.127, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:05.128, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:05.129, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:05.130, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:06.199, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:06.200, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:06.201, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:06.202, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:06.202, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:06.203, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:06.204, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:06.204, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:07.274, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:07.274, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:07.275, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:07.276, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:07.277, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:07.277, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:07.278, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:07.279, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:08.347, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:08.348, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:08.348, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:08.349, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:08.350, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:08.350, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:08.351, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:08.352, Tesla V100-SXM2-16GB, 0 %, 0 %
timestamp, name, utilization.gpu [%], utilization.memory [%]
2021/06/22 11:39:09.425, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:09.426, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:09.428, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:09.430, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:09.431, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:09.433, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:09.434, Tesla V100-SXM2-16GB, 0 %, 0 %
2021/06/22 11:39:09.436, Tesla V100-SXM2-16GB, 0 %, 0 %
